SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,SHARED_TIME,TITLEI_STATUS,TITLEI_STATUS_TEXT,MAGNET_TEXT,NSLP_STATUS,NSLP_STATUS_TEXT,VIRTUAL,VIRTUAL_TEXT
2017-2018,6,CALIFORNIA,CA,Sunrise Middle,1,,CA-4310439,691035,CA-4310439-0124065,69103512865,612865,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rocketship Alma Academy,1,,CA-4310439,691035,CA-4310439-0125799,69103513048,613048,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rocketship Academy Brilliant Minds,1,,CA-4310439,691035,CA-4310439-0125781,69103513073,613073,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Summit Public School: Denali,1,,CA-4310439,691035,CA-4310439-0128090,69103513485,613485,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Discovery Charter II,1,,CA-4310439,691035,CA-4310439-0127969,69103513640,613640,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rocketship Fuerza Community Prep,1,,CA-4310439,691035,CA-4310439-0131110,69103513747,613747,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Alpha: Jose Hernandez,1,,CA-4310439,691035,CA-4310439-0129213,69103513757,613757,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Spark Charter,1,,CA-4310439,691035,CA-4310439-0132001,69103513854,613854,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Voices College-Bound Language Academy at Morgan Hill,1,,CA-4310439,691035,CA-4310439-0131748,69103513875,613875,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Voices College-Bound Language Academy at Mt. Pleasant,1,,CA-4310439,691035,CA-4310439-0132530,69103513925,613925,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rocketship Rising Stars,1,,CA-4310439,691035,CA-4310439-0133496,69103513979,613979,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Opportunity Youth Academy,1,,CA-4310439,691035,CA-4310439-0135087,69103514054,614054,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Santa Cruz County Special Education,1,,CA-4410447,691036,CA-4410447-6069397,69103608020,608020,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Pacific Collegiate Charter,1,,CA-4410447,691036,CA-4410447-4430252,69103608363,608363,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Santa Cruz County Court,1,,CA-4410447,691036,CA-4410447-4430146,69103609251,609251,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Santa Cruz County Community,1,,CA-4410447,691036,CA-4410447-4430278,69103610668,610668,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Santa Cruz County Career Advancement Charter,1,,CA-4410447,691036,CA-4410447-0136572,69103614200,614200,Missing,MISSING,Missing,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Shasta County Juvenile Court,1,,CA-4510454,691037,CA-4510454-4530150,69103702799,602799,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Shasta County Special Education,1,,CA-4510454,691037,CA-4510454-6069389,69103707220,607220,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPCEO,Yes under Community Eligibility Option (CEO),NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Chrysalis Charter,1,,CA-4510454,691037,CA-4510454-0111674,69103711800,611800,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Shasta County Independent Study Charter,1,,CA-4510454,691037,CA-4510454-0132647,69103712305,612305,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Redding STEM Academy,1,,CA-4510454,691037,CA-4510454-0132944,69103713960,613960,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Siskiyou County Special Education,1,,CA-4710470,691038,CA-4710470-6069405,69103807221,607221,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,J. Everett Barr Court,1,,CA-4710470,691038,CA-4710470-4730032,69103809252,609252,Missing,SWELIGNOPROG,Title I schoolwide eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Golden Eagle Charter,1,,CA-4710470,691038,CA-4710470-0117168,69103812203,612203,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Sonoma County Special Education,1,,CA-4910496,691040,CA-4910496-6069413,69104007225,607225,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sonoma County Court,1,,CA-4910496,691040,CA-4910496-4930079,69104009253,609253,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sonoma County Alternative Education Programs,1,,CA-4910496,691040,CA-4910496-4930343,69104010682,610682,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Stanislaus County Special Education,1,,CA-5010504,691041,CA-5010504-6069546,69104107228,607228,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Petersen Alternative Center for Education,1,,CA-5010504,691041,CA-5010504-5030226,69104107887,607887,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Valley Charter High,1,,CA-5010504,691041,CA-5010504-5030234,69104108409,608409,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Stanislaus County West Campus,1,,CA-5010504,691041,CA-5010504-5030069,69104109050,609050,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,John B. Allard,1,,CA-5010504,691041,CA-5010504-5030085,69104111486,611486,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Great Valley Academy,1,,CA-5010504,691041,CA-5010504-0117457,69104112249,612249,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Stanislaus Alternative Charter,1,,CA-5010504,691041,CA-5010504-0129023,69104113669,613669,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Stanislaus County Institute of Learning,1,,CA-5010504,691041,CA-5010504-0131235,69104113818,613818,Missing,SWELIGSWPROG,Title I schoolwide school,Yes,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sutter County Special Education,1,,CA-5110512,691042,CA-5110512-6069454,69104207231,607231,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Feather River Academy,1,,CA-5110512,691042,CA-5110512-0114207,69104211997,611997,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Tehama County Special Education,1,,CA-5210520,691043,CA-5210520-6069462,69104307232,607232,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Tehama County Juvenile Justice Center,1,,CA-5210520,691043,CA-5210520-5230016,69104309256,609256,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Lincoln Street,1,,CA-5210520,691043,CA-5210520-6119606,69104310442,610442,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Tehama eLearning Academy,1,,CA-5210520,691043,CA-5210520-6119671,69104310699,610699,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,FACEVIRTUAL,Virtual with face to face options
2017-2018,6,CALIFORNIA,CA,Trinity County Special Education,1,,CA-5310538,691044,CA-5310538-6069421,69104407233,607233,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Trinity County Juvenile Hall,1,,CA-5310538,691044,CA-5310538-5330048,69104410444,610444,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,California Heritage Youthbuild Academy II,1,,CA-5310538,691044,CA-5310538-0125633,69104412995,612995,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Trinity County Community,1,,CA-5310538,691044,CA-5310538-0132423,69104413934,613934,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,La Sierra High,1,,CA-5410546,691045,CA-5410546-5430327,69104508660,608660,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Tulare County Court,1,,CA-5410546,691045,CA-5410546-5430061,69104509053,609053,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Special Education,1,,CA-5410546,691045,CA-5410546-6069439,69104509257,609257,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Eleanor Roosevelt Community Learning Center,1,,CA-5410546,691045,CA-5410546-6119291,69104510445,610445,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Tulare County Community,1,,CA-5410546,691045,CA-5410546-5430343,69104510700,610700,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,University Preparatory High,1,,CA-5410546,691045,CA-5410546-0119602,69104512387,612387,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Valley Life Charter,1,,CA-5410546,691045,CA-5410546-0124057,69104512862,612862,Missing,MISSING,Missing,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Sycamore Valley Academy,1,,CA-5410546,691045,CA-5410546-0125542,69104513015,613015,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Blue Oak Academy,1,,CA-5410546,691045,CA-5410546-0135459,69104514157,614157,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Tuolumne County Community/ISP,1,,CA-5510553,691046,CA-5510553-5530118,69104601850,601850,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Tuolumne County Special Education,1,,CA-5510553,691046,CA-5510553-5530142,69104607471,607471,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Tuolumne County Special Education Preschool,1,,CA-5510553,691046,CA-5510553-0123208,69104613617,613617,Missing,MISSING,Missing,Missing,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Foothill Leadership Academy,1,,CA-5510553,691046,CA-5510553-0129346,69104613754,613754,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Gold Ridge Educational Center,1,,CA-5510553,691046,CA-5510553-0134569,69104614139,614139,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Providence,1,,CA-5610561,691047,CA-5610561-5630223,69104709258,609258,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Ventura County Special Education,1,,CA-5610561,691047,CA-5610561-6069231,69104709260,609260,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Gateway Community,1,,CA-5610561,691047,CA-5610561-5630397,69104710708,610708,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Vista Real Charter High,1,,CA-5610561,691047,CA-5610561-0109900,69104711537,611537,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Ventura Charter School of Arts and Global Education,1,,CA-5610561,691047,CA-5610561-0112417,69104711829,611829,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Meadows Arts and Technology Elementary,1,,CA-5610561,691047,CA-5610561-6055974,69104712541,612541,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,BRIDGES Charter,1,,CA-5610561,691047,CA-5610561-0121756,69104712617,612617,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,River Oaks Academy,1,,CA-5610561,691047,CA-5610561-0122713,69104712801,612801,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Phoenix,1,,CA-5610561,691047,CA-5610561-0135780,69104714073,614073,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Triton Academy,1,,CA-5610561,691047,CA-5610561-0135798,69104714080,614080,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Yuba County Career Preparatory Charter,1,,CA-5810587,691048,CA-5810587-5830112,69104805572,605572,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Harry P B Carden,1,,CA-5810587,691048,CA-5810587-5830047,69104809261,609261,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Yuba County Special Education,1,,CA-5810587,691048,CA-5810587-6069249,69104809262,609262,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Thomas E. Mathews Community,1,,CA-5810587,691048,CA-5810587-0113274,69104811993,611993,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Yuba Environmental Science Charter Academy,1,,CA-5810587,691048,CA-5810587-0117242,69104812258,612258,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Yolo County Special Education,1,,CA-5710579,691049,CA-5710579-6077275,69104907243,607243,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Dan Jacobs,1,,CA-5710579,691049,CA-5710579-5730106,69104910343,610343,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Cesar Chavez Community,1,,CA-5710579,691049,CA-5710579-0113787,69104911976,611976,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Empowering Possibilities International Charter,1,,CA-5710579,691049,CA-5710579-0132464,69104913935,613935,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Cox Academy,1,,CA-0110017,691051,CA-0110017-6001788,69105104257,604257,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Lazear Charter Academy,1,,CA-0110017,691051,CA-0110017-6002000,69105104288,604288,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Alameda County Community,1,,CA-0110017,691051,CA-0110017-0130419,69105106830,606830,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Alameda County Special Education,1,,CA-0110017,691051,CA-0110017-6106751,69105108672,608672,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Alameda County Juvenile Hall/Court,1,,CA-0110017,691051,CA-0110017-0130401,69105109264,609264,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Envision Academy for Arts & Technology,1,,CA-0110017,691051,CA-0110017-0112607,69105110947,610947,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Community School for Creative Education,1,,CA-0110017,691051,CA-0110017-0123968,69105112844,612844,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Yu Ming Charter,1,,CA-0110017,691051,CA-0110017-0124172,69105112901,612901,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Urban Montessori Charter,1,,CA-0110017,691051,CA-0110017-0125567,69105113008,613008,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Oakland Unity Middle,1,,CA-0110017,691051,CA-0110017-0131581,69105113887,613887,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Opportunity Charter,1,,CA-0110017,691051,CA-0110017-0136226,69105114090,614090,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Connecting Waters Charter - East Bay,1,,CA-0110017,691051,CA-0110017-0136101,69105114091,614091,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Jan Work Community,1,,CA-2610264,691052,CA-2610264-2630028,69105206046,606046,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Urban Corps of San Diego County Charter,1,,CA-2610264,691052,CA-2610264-0124990,69105212994,612994,Missing,MISSING,Missing,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sawtooth Ridge Community,1,,CA-2610264,691052,CA-2610264-0128645,69105213701,613701,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,TIOGA Community,1,,CA-2610264,691052,CA-2610264-0128637,69105213710,613710,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sierra Early Education Program,1,,CA-2610264,691052,CA-2610264-0129478,69105214150,614150,Missing,MISSING,Missing,Missing,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Alpine County Opportunity,1,,CA-0210025,691058,CA-0210025-0230011,69105806965,606965,Missing,MISSING,Missing,No,NSLPNO,No,FACEVIRTUAL,Virtual with face to face options
2017-2018,6,CALIFORNIA,CA,Del Norte Community,1,,CA-0810082,691063,CA-0810082-0830042,69106308462,608462,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Castle Rock,1,,CA-0810082,691063,CA-0810082-0830059,69106308694,608694,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Elk Creek,1,,CA-0810082,691063,CA-0810082-0106625,69106310762,610762,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Uncharted Shores Academy,1,,CA-0810082,691063,CA-0810082-0114116,69106311883,611883,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,International Polytechnic High,1,,CA-1910199,691078,CA-1910199-1995869,69107804580,604580,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Soledad Enrichment Action Charter High,1,,CA-1910199,691078,CA-1910199-1996008,69107807106,607106,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,East Los Angeles County Community,1,,CA-1910199,691078,CA-1910199-1996172,69107808006,608006,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Renaissance County Community,1,,CA-1910199,691078,CA-1910199-1996214,69107808010,608010,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Odyssey Charter,1,,CA-1910199,691078,CA-1910199-6116883,69107808012,608012,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,L.A. County High School for the Arts,1,,CA-1910199,691078,CA-1910199-1933399,69107809663,609663,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Los Angeles County Special Education,1,,CA-1910199,691078,CA-1910199-1995232,69107810186,610186,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Magnolia Science Academy,1,,CA-1910199,691078,CA-1910199-6119945,69107810524,610524,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Jardin de la Infancia,1,,CA-1910199,691078,CA-1910199-0106880,69107810853,610853,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Aspire Antonio Maria Lugo Academy,1,,CA-1910199,691078,CA-1910199-0109660,69107810891,610891,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Los Angeles International Charter High,1,,CA-1910199,691078,CA-1910199-0109942,69107810897,610897,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Aspire Ollin University Preparatory Academy,1,,CA-1910199,691078,CA-1910199-0112128,69107811655,611655,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
